go_id	Evidence	gene_id
GO:0006096	ISO	LOC107388617
GO:0032869	ISO	LOC107388617
GO:0008509	ISO	LOC107385143
GO:0015116	ISO	LOC107385143
GO:0008272	ISO	LOC107385143
GO:0008271	ISO	LOC107385143
GO:0006820	ISO	LOC107385143
GO:0005887	ISO	LOC107385143
GO:0055085	ISO	LOC107385143
GO:0016020	ISO	LOC107385143
GO:0016021	ISO	LOC107385143
GO:0005623	ISO	LOC107385143
GO:1902476	ISO	LOC107385143
GO:0005887	ISO	LOC107385143
GO:0035725	ISO	LOC107385143
GO:0098656	ISO	LOC107385143
GO:0015106	ISO	LOC107385143
GO:0015108	ISO	LOC107385143
GO:0015116	ISO	LOC107385143
GO:0015301	ISO	LOC107385143
GO:0019531	ISO	LOC107385143
GO:0015701	ISO	LOC107385143
GO:1902358	ISO	LOC107385143
GO:0006821	ISO	LOC107385143
GO:0008510	ISO	LOC107385143
GO:0019532	ISO	LOC107385143
GO:0015301	ISO	LOC107385143
GO:0051454	ISO	LOC107385143
GO:0030057	ISO	pkp3
GO:0098609	ISO	pkp3
GO:0007155	ISO	pkp3
GO:0005515	ISO	pkp3
GO:0005634	ISO	pkp3
GO:0005737	ISO	pkp3
GO:0005634	ISO	pkp3
GO:0005886	ISO	pkp3
GO:0045296	ISO	pkp3
GO:0007043	ISO	pkp3
GO:0098609	ISO	pkp3
GO:0005911	ISO	pkp3
GO:0005912	ISO	pkp3
GO:0070140	ISO	uspl1
GO:0032183	ISO	uspl1
GO:0005634	ISO	uspl1
GO:0016787	ISO	uspl1
GO:0008233	ISO	uspl1
GO:0006508	ISO	uspl1
GO:0008234	ISO	uspl1
GO:0030576	ISO	uspl1
GO:0005515	ISO	uspl1
GO:0015030	ISO	uspl1
GO:0015030	ISO	uspl1
GO:0008283	ISO	uspl1
GO:0032183	ISO	uspl1
GO:0070140	ISO	uspl1
GO:0016926	ISO	uspl1
GO:0030576	ISO	uspl1
GO:0048384	ISO	LOC107372434
GO:0004879	ISO	LOC107372434
GO:0043565	ISO	LOC107372434
GO:0003700	ISO	LOC107372434
GO:0005634	ISO	LOC107372434
GO:0006355	ISO	LOC107372434
GO:0008270	ISO	LOC107372434
GO:0003707	ISO	LOC107372434
GO:0003677	ISO	LOC107372434
GO:0046872	ISO	LOC107372434
GO:0043401	ISO	LOC107372434
GO:0046983	ISO	LOC107396036
GO:0000977	ISO	LOC107396036
GO:0005634	ISO	LOC107396036
GO:0006357	ISO	LOC107396036
GO:0000981	ISO	LOC107396036
GO:0003674	ISO	LOC107392695
GO:0036064	ISO	LOC107392695
GO:0007368	ISO	LOC107392695
GO:0005813	ISO	LOC107392695
GO:0003676	ISO	znf532
GO:0051568	ISO	dpy30
GO:0044666	ISO	dpy30
GO:0048188	ISO	dpy30
GO:0048188	ISO	dpy30
GO:0035162	ISO	dpy30
GO:0005634	ISO	LOC107376679
GO:0046872	ISO	LOC107376679
GO:0006915	ISO	LOC107376679
GO:0007420	ISO	LOC107376679
GO:0005730	ISO	LOC107376679
GO:0043565	ISO	dlx2
GO:0006355	ISO	dlx2
GO:0003677	ISO	dlx2
GO:0005634	ISO	dlx2
GO:0005198	ISO	sntb1
GO:0005515	ISO	sntb1
GO:0045202	ISO	sntb1
GO:0008150	ISO	sntb1
GO:0016010	ISO	sntb1
GO:0005515	ISO	LOC107389368
GO:0005669	ISO	taf7l
GO:0006367	ISO	taf7l
GO:0006357	ISO	taf7l
GO:0003713	ISO	taf7l
GO:1903508	ISO	taf7l
GO:0008134	ISO	taf7l
GO:0044212	ISO	taf7l
GO:0005669	ISO	taf7l
GO:0051123	ISO	taf7l
GO:0035035	ISO	taf7l
GO:0005634	ISO	chaf1a
GO:0005634	ISO	chaf1a
GO:0007049	ISO	chaf1a
GO:0006260	ISO	chaf1a
GO:0006281	ISO	chaf1a
GO:0006974	ISO	chaf1a
GO:0006334	ISO	chaf1a
GO:0031497	ISO	chaf1a
GO:0033186	ISO	chaf1a
GO:0033186	ISO	chaf1a
GO:0005515	ISO	LOC107373511
GO:0046872	ISO	phf11
GO:0003676	ISO	klf2
GO:0005634	ISO	klf2
GO:0006357	ISO	klf2
GO:0000981	ISO	klf2
GO:0042665	ISO	klf2
GO:0003223	ISO	klf2
GO:0042662	ISO	klf2
GO:0005525	ISO	LOC107378475
GO:0005737	ISO	LOC107378475
GO:0000166	ISO	LOC107378475
GO:0006886	ISO	LOC107378475
GO:0005886	ISO	LOC107378475
GO:0016192	ISO	LOC107378475
GO:0005525	ISO	LOC107378475
GO:0007165	ISO	LOC107391780
GO:0005515	ISO	LOC107391780
GO:0050839	ISO	LOC107391780
GO:0005912	ISO	LOC107391780
GO:0032880	ISO	LOC107391780
GO:0005515	ISO	trim67
GO:0008270	ISO	trim67
GO:0046872	ISO	trim67
GO:0005515	ISO	csgr02h17orf58
GO:0005576	ISO	csgr02h17orf58
GO:0003674	ISO	avl9
GO:0000413	ISO	ppib
GO:0006457	ISO	ppib
GO:0003755	ISO	ppib
GO:0005575	ISO	ppib
GO:0016853	ISO	ppib
GO:0051082	ISO	ppib
GO:0003755	ISO	ppib
GO:0016018	ISO	ppib
GO:0042026	ISO	ppib
GO:0005518	ISO	ppib
GO:0016020	ISO	reep2
GO:0016021	ISO	reep2
GO:0005515	ISO	ttc9c
GO:0060271	ISO	ttc9c
GO:0061371	ISO	ttc9c
GO:0032474	ISO	ttc9c
GO:0016810	ISO	amdhd2
GO:0006044	ISO	amdhd2
GO:0008448	ISO	amdhd2
GO:0016787	ISO	amdhd2
GO:0046872	ISO	amdhd2
GO:0005975	ISO	amdhd2
GO:0006046	ISO	amdhd2
GO:0008448	ISO	amdhd2
GO:0008448	ISO	amdhd2
GO:0047419	ISO	amdhd2
GO:0019262	ISO	amdhd2
GO:0046872	ISO	naxe
GO:0000166	ISO	naxe
GO:0005739	ISO	naxe
GO:0005739	ISO	naxe
GO:0005576	ISO	naxe
GO:0016853	ISO	naxe
GO:0052856	ISO	naxe
GO:0052857	ISO	naxe
GO:0052856	ISO	naxe
GO:0052857	ISO	naxe
GO:0006024	ISO	xylt1
GO:0030158	ISO	xylt1
GO:0008375	ISO	xylt1
GO:0016020	ISO	xylt1
GO:0048701	ISO	xylt1
GO:0050650	ISO	xylt1
GO:0030166	ISO	xylt1
GO:0030158	ISO	xylt1
GO:0015012	ISO	xylt1
GO:0005524	ISO	LOC107378681
GO:0045505	ISO	LOC107378681
GO:0007018	ISO	LOC107378681
GO:0003341	ISO	LOC107378681
GO:0005930	ISO	LOC107378681
GO:0008569	ISO	LOC107378681
GO:0051959	ISO	LOC107378681
GO:0030286	ISO	LOC107378681
GO:0031514	ISO	LOC107378681
GO:0097729	ISO	LOC107378681
GO:0016491	ISO	smox
GO:0055114	ISO	smox
GO:0030097	ISO	smox
GO:0016491	ISO	smox
GO:0046592	ISO	smox
GO:0016740	ISO	LOC107379173
GO:0005575	ISO	LOC107379173
GO:0005524	ISO	LOC107379173
GO:0000166	ISO	LOC107379173
GO:0061631	ISO	LOC107379173
GO:0016567	ISO	LOC107379173
GO:0015299	ISO	LOC107372316
GO:0006812	ISO	LOC107372316
GO:0006885	ISO	LOC107372316
GO:0015385	ISO	LOC107372316
GO:0006814	ISO	LOC107372316
GO:0055085	ISO	LOC107372316
GO:0016021	ISO	LOC107372316
GO:0016020	ISO	LOC107372316
GO:0005623	ISO	LOC107372316
GO:0006811	ISO	LOC107372316
GO:0005886	ISO	LOC107372316
GO:1902600	ISO	LOC107372316
GO:0051453	ISO	LOC107372316
GO:0098656	ISO	LOC107372316
GO:0015297	ISO	LOC107372316
GO:0015385	ISO	LOC107372316
GO:0015386	ISO	LOC107372316
GO:0071805	ISO	LOC107372316
GO:0098719	ISO	LOC107372316
GO:0042539	ISO	LOC107372316
GO:0008193	ISO	thg1l
GO:0006400	ISO	thg1l
GO:0000287	ISO	thg1l
GO:0016740	ISO	thg1l
GO:0046872	ISO	thg1l
GO:0000166	ISO	thg1l
GO:0005525	ISO	thg1l
GO:0016779	ISO	thg1l
GO:0008033	ISO	thg1l
GO:0008033	ISO	thg1l
GO:0008193	ISO	thg1l
GO:0099116	ISO	thg1l
GO:0016477	ISO	LOC107378581
GO:0005515	ISO	LOC107378581
GO:0005925	ISO	LOC107378581
GO:0007160	ISO	LOC107378581
GO:0005178	ISO	LOC107378581
GO:0007229	ISO	LOC107378581
GO:0033627	ISO	LOC107378581
GO:0008305	ISO	LOC107378581
GO:0070527	ISO	LOC107378581
GO:0005178	ISO	LOC107378581
GO:0007229	ISO	LOC107378581
GO:0007155	ISO	LOC107378581
GO:0008305	ISO	LOC107378581
GO:0016020	ISO	LOC107378581
GO:0016021	ISO	LOC107378581
GO:0000413	ISO	ppic
GO:0006457	ISO	ppic
GO:0003755	ISO	ppic
GO:0016853	ISO	ppic
GO:0051082	ISO	ppic
GO:0003755	ISO	ppic
GO:0016018	ISO	ppic
GO:0042026	ISO	ppic
GO:0007165	ISO	LOC107377012
GO:0003674	ISO	LOC107377012
GO:0007155	ISO	LOC107380025
GO:0007156	ISO	LOC107380025
GO:0005509	ISO	LOC107380025
GO:0016020	ISO	LOC107380025
GO:0005886	ISO	LOC107380025
GO:0016021	ISO	LOC107380025
GO:0005509	ISO	LOC107380025
GO:0098609	ISO	LOC107380025
GO:0050839	ISO	LOC107380025
GO:0044212	ISO	irf9
GO:0003700	ISO	irf9
GO:0006355	ISO	irf9
GO:0005634	ISO	irf9
GO:0000981	ISO	irf9
GO:0006357	ISO	irf9
GO:0002376	ISO	irf9
GO:0005515	ISO	irf9
GO:0004842	ISO	herc1
GO:0005515	ISO	herc1
GO:0016740	ISO	herc1
GO:0016567	ISO	herc1
GO:0005868	ISO	LOC107383295
GO:0007018	ISO	LOC107383295
GO:0005515	ISO	LOC107383295
GO:0045503	ISO	LOC107383295
GO:0045504	ISO	LOC107383295
GO:0007018	ISO	LOC107383295
GO:0010970	ISO	LOC107383295
GO:2000582	ISO	LOC107383295
GO:0005868	ISO	LOC107383295
GO:0005245	ISO	cacna2d4
GO:0005891	ISO	cacna2d4
GO:0070588	ISO	cacna2d4
GO:0004896	ISO	il7r
GO:0016020	ISO	il7r
GO:0016021	ISO	il7r
GO:0022011	ISO	il7r
GO:0019221	ISO	il7r
GO:0007632	ISO	il7r
GO:0022010	ISO	il7r
GO:0003407	ISO	il7r
GO:0048538	ISO	il7r
GO:0046427	ISO	il7r
GO:0033077	ISO	il7r
GO:0016020	ISO	LOC107383466
GO:0016021	ISO	LOC107383466
GO:0042802	ISO	LOC107383466
GO:0005840	ISO	rpl27
GO:0006412	ISO	rpl27
GO:0003735	ISO	rpl27
GO:0005737	ISO	rpl27
GO:0005783	ISO	rpl27
GO:0030218	ISO	rpl27
GO:0005829	ISO	rpl27
GO:0003735	ISO	rpl27
GO:0022625	ISO	rpl27
GO:0005791	ISO	rpl27
GO:0098556	ISO	rpl27
GO:0015934	ISO	rpl27
GO:0043565	ISO	hmx2
GO:0006355	ISO	hmx2
GO:0003677	ISO	hmx2
GO:0005634	ISO	hmx2
GO:0042472	ISO	hmx2
GO:0048916	ISO	hmx2
GO:0003676	ISO	rbmx
GO:0003723	ISO	rbmx
GO:0005634	ISO	rbmx
GO:0005634	ISO	rbmx
GO:0003723	ISO	rbmx
GO:0007275	ISO	rbmx
GO:0000398	ISO	rbmx
GO:0003729	ISO	rbmx
GO:0006397	ISO	rbmx
GO:0008380	ISO	rbmx
GO:0005681	ISO	rbmx
GO:0005685	ISO	rbmx
GO:0071004	ISO	rbmx
GO:0003682	ISO	rbmx
GO:0045944	ISO	rbmx
GO:0030619	ISO	rbmx
GO:0003729	ISO	rbmx
GO:0070062	ISO	rbmx
GO:0017069	ISO	rbmx
GO:0000978	ISO	rbmx
GO:0051260	ISO	rbmx
GO:0000381	ISO	rbmx
GO:0006366	ISO	rbmx
GO:0048026	ISO	rbmx
GO:0006509	ISO	rbmx
GO:0048025	ISO	rbmx
GO:0071347	ISO	rbmx
GO:0005719	ISO	rbmx
GO:0044530	ISO	rbmx
GO:0071013	ISO	rbmx
GO:0055085	ISO	LOC107377514
GO:0020037	ISO	LOC107377514
GO:0015232	ISO	LOC107377514
GO:0051184	ISO	LOC107377514
GO:0097037	ISO	LOC107377514
GO:0016020	ISO	LOC107377514
GO:0016021	ISO	LOC107377514
GO:0051560	ISO	ccdc109b
GO:0016020	ISO	ccdc109b
GO:0016021	ISO	ccdc109b
GO:0005739	ISO	ccdc109b
GO:0003676	ISO	LOC107376649
GO:0000977	ISO	LOC107376649
GO:0005634	ISO	LOC107376649
GO:0043565	ISO	LOC107376649
GO:0016020	ISO	LOC107383762
GO:0016021	ISO	LOC107383762
GO:0005887	ISO	axl
GO:0004714	ISO	axl
GO:0007169	ISO	axl
GO:0007275	ISO	axl
GO:0018108	ISO	axl
GO:0033674	ISO	axl
GO:0043235	ISO	axl
GO:0016477	ISO	axl
GO:0006909	ISO	axl
GO:0007399	ISO	axl
GO:0004713	ISO	axl
GO:0004672	ISO	axl
GO:0006468	ISO	axl
GO:0005524	ISO	axl
GO:0005515	ISO	axl
GO:0016020	ISO	axl
GO:0016021	ISO	axl
GO:0016740	ISO	axl
GO:0000166	ISO	axl
GO:0004714	ISO	axl
GO:0016301	ISO	axl
GO:0016310	ISO	axl
GO:0004252	ISO	prss48
GO:0006508	ISO	prss48
GO:0016787	ISO	prss48
GO:0005575	ISO	prss48
GO:0008233	ISO	prss48
GO:0008236	ISO	prss48
GO:0006659	ISO	LOC107383315
GO:0016020	ISO	LOC107383315
GO:0016021	ISO	LOC107383315
GO:0016740	ISO	LOC107383315
GO:0006629	ISO	LOC107383315
GO:0005783	ISO	LOC107383315
GO:0005789	ISO	LOC107383315
GO:0008654	ISO	LOC107383315
GO:0106245	ISO	LOC107383315
GO:0003676	ISO	LOC107374474
GO:0003677	ISO	LOC107374474
GO:0005634	ISO	LOC107374474
GO:0003677	ISO	LOC107374474
GO:0005929	ISO	LOC107372474
GO:0042073	ISO	LOC107372474
GO:0016477	ISO	itgbl1
GO:0005925	ISO	itgbl1
GO:0007160	ISO	itgbl1
GO:0005178	ISO	itgbl1
GO:0007229	ISO	itgbl1
GO:0033627	ISO	itgbl1
GO:0098655	ISO	LOC107396315
GO:0033198	ISO	LOC107396315
GO:0004931	ISO	LOC107396315
GO:0001614	ISO	LOC107396315
GO:0005216	ISO	LOC107396315
GO:0005887	ISO	LOC107396315
GO:0006811	ISO	LOC107396315
GO:0016020	ISO	LOC107396315
GO:0005524	ISO	LOC107396315
GO:0016021	ISO	LOC107396315
GO:0005623	ISO	LOC107396315
GO:0060079	ISO	LOC107396315
GO:0005886	ISO	LOC107396315
GO:0004931	ISO	LOC107396315
GO:0004931	ISO	LOC107396315
GO:0006812	ISO	LOC107396315
GO:0035590	ISO	LOC107396315
GO:0005639	ISO	LOC107396315
GO:0098794	ISO	LOC107396315
GO:0048246	ISO	LOC107396315
GO:0035381	ISO	LOC107396315
GO:0098703	ISO	LOC107396315
GO:0001228	ISO	LOC107396847
GO:0006355	ISO	LOC107396847
GO:0003677	ISO	LOC107396847
GO:0045944	ISO	LOC107396847
GO:0005634	ISO	LOC107396847
GO:0009887	ISO	LOC107396847
GO:0005634	ISO	LOC107396847
GO:0042063	ISO	LOC107396847
GO:0051216	ISO	LOC107396847
GO:0055074	ISO	LOC107396847
GO:0055078	ISO	LOC107396847
GO:0009957	ISO	LOC107396847
GO:0003677	ISO	sox7
GO:0005634	ISO	sox7
GO:0006355	ISO	sox7
GO:0005634	ISO	sox7
GO:0000981	ISO	sox7
GO:0030154	ISO	sox7
GO:0001570	ISO	sox7
GO:0009653	ISO	sox7
GO:0006357	ISO	sox7
GO:0001568	ISO	sox7
GO:0001568	ISO	sox7
GO:0044798	ISO	sox7
GO:0060840	ISO	sox7
GO:0043565	ISO	hoxa2
GO:0003700	ISO	hoxa2
GO:0006355	ISO	hoxa2
GO:0003677	ISO	hoxa2
GO:0005634	ISO	hoxa2
GO:0007275	ISO	hoxa2
GO:0005634	ISO	LOC107378210
GO:0003723	ISO	LOC107378210
GO:1990904	ISO	LOC107378210
GO:0003729	ISO	LOC107378210
GO:0070934	ISO	LOC107378210
GO:0070937	ISO	LOC107378210
GO:0048027	ISO	LOC107378210
GO:0003676	ISO	LOC107378210
GO:0003723	ISO	LOC107378210
GO:0005737	ISO	LOC107377909
GO:0004674	ISO	LOC107377909
GO:0007346	ISO	LOC107377909
GO:0023014	ISO	LOC107377909
GO:0031098	ISO	LOC107377909
GO:0032147	ISO	LOC107377909
GO:0004674	ISO	LOC107377909
GO:0004672	ISO	LOC107377909
GO:0006468	ISO	LOC107377909
GO:0005524	ISO	LOC107377909
GO:0016740	ISO	LOC107377909
GO:0000166	ISO	LOC107377909
GO:0016301	ISO	LOC107377909
GO:0016310	ISO	LOC107377909
GO:0048208	ISO	sec16a
GO:0003674	ISO	sec16a
GO:0007030	ISO	sec16a
GO:0012507	ISO	sec16a
GO:0070971	ISO	sec16a
GO:0007029	ISO	sec16a
GO:0048208	ISO	sec16a
GO:0070863	ISO	sec16a
GO:0070973	ISO	sec16a
GO:0000139	ISO	sec16a
GO:0051260	ISO	kctd4
GO:0005515	ISO	kctd4
GO:0042981	ISO	tnfaip8l3
GO:0016020	ISO	tnfaip8l3
GO:0005737	ISO	tnfaip8l3
GO:0005737	ISO	tnfaip8l3
GO:0005886	ISO	tnfaip8l3
GO:0003674	ISO	tnfaip8l3
GO:0006869	ISO	tnfaip8l3
GO:0005634	ISO	LOC107377010
GO:0006355	ISO	LOC107377010
GO:0045944	ISO	LOC107377010
GO:0000118	ISO	LOC107377010
GO:0004407	ISO	LOC107377010
GO:0070932	ISO	LOC107377010
GO:0070933	ISO	LOC107377010
GO:0005615	ISO	col9a1
GO:0005201	ISO	col9a1
GO:0030198	ISO	col9a1
GO:0031012	ISO	col9a1
GO:0048706	ISO	LOC107384358
GO:0005634	ISO	exosc6
GO:0005737	ISO	exosc6
GO:0005730	ISO	exosc6
GO:0003723	ISO	exosc6
GO:0005730	ISO	exosc6
GO:0006364	ISO	exosc6
GO:0034427	ISO	exosc6
GO:0034475	ISO	exosc6
GO:0071051	ISO	exosc6
GO:0000176	ISO	exosc6
GO:0000177	ISO	exosc6
GO:0016075	ISO	exosc6
GO:0071028	ISO	exosc6
GO:0000178	ISO	exosc6
GO:0000178	ISO	exosc6
GO:0007601	ISO	LOC107380931
GO:0005212	ISO	LOC107380931
GO:0002088	ISO	LOC107380931
GO:0004984	ISO	LOC107380552
GO:0004930	ISO	LOC107380552
GO:0016021	ISO	LOC107380552
GO:0007186	ISO	LOC107380552
GO:0016020	ISO	LOC107380552
GO:0005886	ISO	LOC107380552
GO:0007165	ISO	LOC107380552
GO:0007186	ISO	LOC107380552
GO:0007608	ISO	LOC107380552
GO:0050896	ISO	LOC107380552
GO:0050911	ISO	LOC107380552
GO:0004888	ISO	LOC107380552
GO:0043565	ISO	LOC107387605
GO:0003700	ISO	LOC107387605
GO:0006355	ISO	LOC107387605
GO:0003677	ISO	LOC107387605
GO:0005634	ISO	LOC107387605
GO:0005634	ISO	LOC107387605
GO:0006357	ISO	LOC107387605
GO:0000981	ISO	LOC107387605
GO:0030154	ISO	LOC107387605
GO:0009653	ISO	LOC107387605
GO:0019428	ISO	urad
GO:0016829	ISO	urad
GO:0006144	ISO	urad
GO:0005777	ISO	urad
GO:0016831	ISO	urad
GO:0016831	ISO	urad
GO:0051997	ISO	urad
GO:0019628	ISO	urad
GO:0016020	ISO	LOC107383953
GO:0016021	ISO	LOC107383953
GO:0005515	ISO	hcfc1
GO:0003682	ISO	hcfc1
GO:0006338	ISO	hcfc1
GO:0006355	ISO	hcfc1
GO:0008150	ISO	hcfc1
GO:0048188	ISO	hcfc1
GO:0008134	ISO	hcfc1
GO:0071339	ISO	hcfc1
GO:0004402	ISO	hcfc1
GO:0005671	ISO	hcfc1
GO:0043967	ISO	hcfc1
GO:0045765	ISO	LOC107394418
GO:0030247	ISO	LOC107394418
GO:0030334	ISO	LOC107394418
GO:0004622	ISO	LOC107394418
GO:0005044	ISO	LOC107394418
GO:0003676	ISO	LOC107394418
GO:0003824	ISO	LOC107394418
GO:0006935	ISO	LOC107394418
GO:0006955	ISO	LOC107394418
GO:0016787	ISO	LOC107394418
GO:0046872	ISO	LOC107394418
GO:0006897	ISO	LOC107394418
GO:0005615	ISO	LOC107394418
GO:0005509	ISO	LOC107394418
GO:0090305	ISO	LOC107394418
GO:0070121	ISO	LOC107394418
GO:0001944	ISO	LOC107394418
GO:0060271	ISO	LOC107394418
GO:0061371	ISO	LOC107394418
GO:0007368	ISO	LOC107394418
GO:0050848	ISO	LOC107394418
GO:0060215	ISO	LOC107394418
GO:0051216	ISO	LOC107394418
GO:0008270	ISO	LOC107394418
GO:0045765	ISO	LOC107394418
GO:0048709	ISO	LOC107394418
GO:0060217	ISO	LOC107394418
GO:0004622	ISO	LOC107394418
GO:0004528	ISO	LOC107394418
GO:0004528	ISO	LOC107394418
GO:0004551	ISO	LOC107394418
GO:0004622	ISO	LOC107394418
GO:0008081	ISO	LOC107394418
GO:0047391	ISO	LOC107394418
GO:0034638	ISO	LOC107394418
GO:0004983	ISO	LOC107387836
GO:0004930	ISO	LOC107387836
GO:0016021	ISO	LOC107387836
GO:0007186	ISO	LOC107387836
GO:0016020	ISO	LOC107387836
GO:0007165	ISO	LOC107387836
GO:0007218	ISO	LOC107387836
GO:0005515	ISO	vwf
GO:0005576	ISO	vwf
GO:0007599	ISO	vwf
GO:0007601	ISO	LOC107378216
GO:0016409	ISO	zdhhc1
GO:0016020	ISO	zdhhc1
GO:0016021	ISO	zdhhc1
GO:0016740	ISO	zdhhc1
GO:0005783	ISO	zdhhc1
GO:0005794	ISO	zdhhc1
GO:0016746	ISO	zdhhc1
GO:0019706	ISO	zdhhc1
GO:0019706	ISO	zdhhc1
GO:0006612	ISO	zdhhc1
GO:0018230	ISO	zdhhc1
GO:0048870	ISO	itgb4
GO:0031581	ISO	itgb4
GO:0007229	ISO	itgb4
GO:0007160	ISO	itgb4
GO:0007154	ISO	itgb4
GO:0008305	ISO	itgb4
GO:0005515	ISO	itgb4
GO:0016021	ISO	itgb4
GO:0016020	ISO	itgb4
GO:0016477	ISO	itgb4
GO:0007155	ISO	itgb4
GO:0005925	ISO	itgb4
GO:0007160	ISO	itgb4
GO:0005178	ISO	itgb4
GO:0007229	ISO	itgb4
GO:0033627	ISO	itgb4
GO:0004930	ISO	LOC107372928
GO:0016021	ISO	LOC107372928
GO:0007186	ISO	LOC107372928
GO:0016020	ISO	LOC107372928
GO:0007165	ISO	LOC107372928
GO:0001594	ISO	LOC107372928
GO:0015018	ISO	b3gat2
GO:0016020	ISO	b3gat2
GO:0016021	ISO	b3gat2
GO:0016740	ISO	b3gat2
GO:0046872	ISO	b3gat2
GO:0000139	ISO	b3gat2
GO:0005794	ISO	b3gat2
GO:0006486	ISO	b3gat2
GO:0000139	ISO	b3gat2
GO:0005975	ISO	b3gat2
GO:0015018	ISO	b3gat2
GO:0050650	ISO	b3gat2
GO:0008081	ISO	pde4a
GO:0004114	ISO	pde4a
GO:0007165	ISO	pde4a
GO:0016787	ISO	pde4a
GO:0046872	ISO	pde4a
GO:0005829	ISO	pde4a
GO:0048471	ISO	pde4a
GO:0004115	ISO	pde4a
GO:0006801	ISO	LOC107373078
GO:0043020	ISO	LOC107373078
GO:0005515	ISO	LOC107373078
GO:0005829	ISO	LOC107373078
GO:0048365	ISO	LOC107373078
GO:0043085	ISO	LOC107373078
GO:0016176	ISO	LOC107373078
GO:0042554	ISO	LOC107373078
GO:0004674	ISO	riok2
GO:0004672	ISO	riok2
GO:0006468	ISO	riok2
GO:0005524	ISO	riok2
GO:0005829	ISO	riok2
GO:0005634	ISO	riok2
GO:0004672	ISO	riok2
GO:0030490	ISO	riok2
GO:0030688	ISO	riok2
GO:0032977	ISO	LOC107381217
GO:0016021	ISO	LOC107381217
GO:0016020	ISO	LOC107381217
GO:0031305	ISO	LOC107381217
GO:0032979	ISO	LOC107381217
GO:0032977	ISO	LOC107381217
GO:0033617	ISO	LOC107381217
GO:0051205	ISO	LOC107381217
GO:0008094	ISO	xrcc2
GO:0000724	ISO	xrcc2
GO:0006281	ISO	xrcc2
GO:0005524	ISO	xrcc2
GO:0003677	ISO	xrcc2
GO:0005813	ISO	xrcc2
GO:0000400	ISO	xrcc2
GO:0000724	ISO	xrcc2
GO:0005657	ISO	xrcc2
GO:0033063	ISO	xrcc2
GO:0005657	ISO	xrcc2
GO:0042148	ISO	xrcc2
GO:0033063	ISO	xrcc2
GO:0055085	ISO	LOC107372550
GO:0022857	ISO	LOC107372550
GO:0016020	ISO	LOC107372550
GO:0016021	ISO	LOC107372550
GO:0045254	ISO	dlat
GO:0004742	ISO	dlat
GO:0006090	ISO	dlat
GO:0016746	ISO	dlat
GO:0016740	ISO	dlat
GO:0055114	ISO	dlat
GO:0050908	ISO	dlat
GO:0005759	ISO	dlat
GO:0004738	ISO	dlat
GO:0030523	ISO	dlat
GO:0006086	ISO	dlat
GO:0006090	ISO	dlat
GO:0009583	ISO	dlat
GO:0007602	ISO	LOC107385855
GO:0007601	ISO	LOC107385855
GO:0004930	ISO	LOC107385855
GO:0016021	ISO	LOC107385855
GO:0007186	ISO	LOC107385855
GO:0016020	ISO	LOC107385855
GO:0005887	ISO	LOC107385855
GO:0007165	ISO	LOC107385855
GO:0007186	ISO	LOC107385855
GO:0050896	ISO	LOC107385855
GO:0008020	ISO	LOC107385855
GO:0007602	ISO	LOC107385855
GO:0009584	ISO	LOC107385855
GO:0071482	ISO	LOC107385855
GO:0001750	ISO	LOC107385855
GO:0009416	ISO	LOC107385855
GO:0009881	ISO	LOC107385855
GO:0018298	ISO	LOC107385855
GO:0007601	ISO	LOC107385855
GO:0009648	ISO	LOC107385855
GO:0009883	ISO	LOC107385855
GO:0009585	ISO	LOC107385855
GO:0007179	ISO	LOC107373891
GO:0005667	ISO	LOC107373891
GO:0003700	ISO	LOC107373891
GO:0005515	ISO	LOC107373891
GO:0006355	ISO	LOC107373891
GO:0003677	ISO	LOC107373891
GO:0005634	ISO	LOC107373891
GO:0005737	ISO	LOC107373891
GO:0005515	ISO	LOC107373891
GO:0005634	ISO	LOC107373891
GO:0060026	ISO	LOC107373891
GO:0060026	ISO	LOC107373891
GO:0044212	ISO	LOC107373891
GO:0048738	ISO	LOC107373891
GO:0007519	ISO	LOC107373891
GO:0043565	ISO	LOC107373891
GO:0048264	ISO	LOC107373891
GO:0048264	ISO	LOC107373891
GO:0071141	ISO	LOC107373891
GO:0005515	ISO	LOC107383732
GO:0016020	ISO	LOC107383732
GO:0016021	ISO	LOC107383732
GO:0016021	ISO	LOC107383732
GO:0005886	ISO	LOC107383732
GO:0004896	ISO	LOC107383732
GO:0019221	ISO	LOC107383732
GO:0016021	ISO	tspan3
GO:0016020	ISO	tspan3
GO:0005887	ISO	tspan3
GO:0016477	ISO	tspan3
GO:0003674	ISO	tspan3
GO:0072487	ISO	msl1
GO:0043984	ISO	msl1
GO:0003682	ISO	msl1
GO:0072487	ISO	msl1
GO:0043984	ISO	msl1
GO:0051302	ISO	rbl2
GO:0051726	ISO	rbl2
GO:0005667	ISO	rbl2
GO:0006357	ISO	rbl2
GO:0005634	ISO	rbl2
GO:0007346	ISO	rbl2
GO:0030154	ISO	rbl2
GO:0001102	ISO	rbl2
GO:0005667	ISO	rbl2
GO:0000785	ISO	rbl2
GO:0001012	ISO	rbl2
GO:2000134	ISO	rbl2
GO:0003924	ISO	LOC107373080
GO:0005509	ISO	LOC107373080
GO:0005525	ISO	LOC107373080
GO:0016407	ISO	LOC107373583
GO:0016740	ISO	LOC107373583
GO:0016746	ISO	LOC107373583
